name,year,selling_price,km_driven,mileage (kmpl),engine (CC),seats,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,transmission_Automatic,transmission_Manual,owner_First Owner,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,max_power (bhp)
Volvo XC40 D4 Inscription BSIV,2019.0,3800000.0,20000.0,18.0,1969.0,5.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,190.0
Toyota Camry 2.5 Hybrid,2016.0,2000000.0,68089.0,19.16,2494.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,157.7
Maruti Wagon R LXI,2013.0,225000.0,58343.0,21.79,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,67.05
Maruti Baleno Alpha 1.3,2018.0,740000.0,38817.0,27.39,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,74.0
Honda Jazz VX,2016.0,550000.0,56494.0,18.2,1199.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,88.7
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,750000.0,79328.0,12.99,2494.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,100.6
Maruti Swift AMT VVT VXI,2019.0,650000.0,5621.0,22.0,1197.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,81.8
Toyota Etios VX,2017.0,625000.0,25538.0,16.78,1496.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,88.73
Maruti Swift AMT ZXI,2018.0,600000.0,69779.0,22.0,1197.0,5.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,81.8
Hyundai Grand i10 1.2 CRDi Sportz,2017.0,450000.0,56290.0,24.0,1186.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,73.97
BMW X4 M Sport X xDrive20d,2019.0,5400000.0,7500.0,16.78,1995.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,190.0
BMW X4 M Sport X xDrive20d,2019.0,5500000.0,8500.0,16.78,1995.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,190.0
Honda Amaze V CVT Petrol BSIV,2019.0,779000.0,7032.0,19.0,1199.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,88.76
Skoda Rapid 1.6 MPI AT Elegance,2016.0,645000.0,11000.0,14.3,1598.0,5.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,103.5
Volvo V40 D3 R-Design,2018.0,2475000.0,2000.0,16.8,1984.0,5.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,150.0
Tata Zest Quadrajet 1.3 XM,2015.0,400000.0,100000.0,23.0,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.7
Hyundai i20 Magna Optional 1.4 CRDi,2013.0,345000.0,40000.0,21.9,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.8
Mahindra Thar CRDe,2018.0,850000.0,15000.0,16.55,2498.0,6.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,105.0
Maruti Ignis 1.2 AMT Zeta BSIV,2018.0,620000.0,15000.0,20.89,1197.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,81.8
Maruti Baleno Alpha 1.2,2018.0,700000.0,10000.0,21.4,1197.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,83.1
Tata Indica Vista Quadrajet VX,2012.0,200000.0,90000.0,22.3,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.0
Mahindra Bolero Power Plus LX,2017.0,660000.0,80000.0,16.5,1493.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,70.0
Mitsubishi Pajero Sport 4X4,2015.0,1700000.0,39000.0,13.5,2477.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,175.56
Tata Indica V2 DLE BSIII,2009.0,90000.0,60000.0,17.88,1396.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,52.8
Mahindra XUV500 W6 2WD,2015.0,1050000.0,28000.0,15.1,2179.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,140.0
Ford Figo Petrol EXI,2010.0,160000.0,90000.0,15.6,1196.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,70.0
Honda Civic 1.8 (E) MT,2006.0,150000.0,80000.0,13.5,1799.0,5.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,130.0
Maruti Zen Estilo LX BSIV,2010.0,200000.0,35000.0,19.0,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.1
Toyota Corolla Altis Diesel D4DG,2011.0,365000.0,185000.0,21.43,1364.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,87.2
Fiat Punto 1.2 Active,2009.0,140000.0,110000.0,15.7,1172.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,67.0
Fiat Avventura Power Up 1.3 Active,2016.0,360000.0,100000.0,20.5,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,91.72
Hyundai Santro Xing XS eRLX Euro II,2003.0,85000.0,68300.0,,,,0,0,0,1,0,1,0,0,0,0,1,0,1,0,
Hyundai Creta 1.6 SX,2018.0,1200000.0,27000.0,15.8,1591.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,121.3
Maruti Baleno Zeta Automatic,2018.0,740000.0,9000.0,21.4,1197.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,83.1
Hyundai i20 Magna Optional 1.4 CRDi,2013.0,345000.0,40000.0,21.9,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.8
Maruti Wagon R VXI 1.2,2019.0,490000.0,10000.0,20.52,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.8
Tata Indigo CR4,2013.0,250000.0,100000.0,23.57,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,70.0
Maruti Wagon R AMT VXI,2017.0,430000.0,20000.0,20.51,998.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,67.0
Hyundai EON Era,2014.0,225000.0,35000.0,21.1,814.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,55.2
Mahindra Thar CRDe,2018.0,850000.0,15000.0,16.55,2498.0,6.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,105.0
Maruti Ignis 1.2 AMT Zeta BSIV,2018.0,620000.0,15000.0,20.89,1197.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,81.8
Hyundai i20 Sportz 1.4 CRDi,2014.0,440000.0,70000.0,22.54,1396.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,88.73
Maruti Vitara Brezza ZDi Plus Dual Tone,2016.0,800000.0,70000.0,24.3,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.5
Maruti Baleno Alpha 1.2,2018.0,700000.0,10000.0,21.4,1197.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,83.1
Maruti Swift VDI Optional,2016.0,600000.0,47000.0,25.2,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.0
Tata Indica Vista Quadrajet VX,2012.0,200000.0,90000.0,22.3,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.0
Mahindra Bolero Power Plus LX,2017.0,660000.0,80000.0,16.5,1493.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,70.0
Mitsubishi Pajero Sport 4X4,2015.0,1700000.0,39000.0,13.5,2477.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,175.56
Hyundai Grand i10 CRDi Sportz,2015.0,450000.0,53000.0,24.0,1120.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,70.0
Maruti Swift Dzire VDI,2013.0,420000.0,105000.0,23.4,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,74.0
Tata Tiago 1.2 Revotron XZ,2016.0,350000.0,15000.0,23.84,1199.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,84.0
Mahindra Xylo D2 BSIV,2014.0,280000.0,100000.0,14.0,2489.0,8.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,95.0
Renault Duster 85PS Diesel RxL Optional with Nav,2013.0,425000.0,152186.0,20.45,1461.0,5.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,83.8
Hyundai i10 Magna,2013.0,295000.0,82246.0,20.36,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,78.9
Maruti Swift VXI Optional,2016.0,540000.0,20000.0,20.4,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.8
Maruti Swift Dzire ZDI,2017.0,754000.0,40000.0,28.4,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.02
Ford Figo 1.2P Titanium MT,2019.0,675000.0,2789.0,18.16,1196.0,5.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,86.8
Ford Freestyle Titanium Plus Diesel,2018.0,700000.0,35278.0,23.8,1499.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,98.97
Ford Freestyle Titanium Diesel,2018.0,795000.0,2860.0,23.8,1499.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,98.97
Mahindra KUV 100 G80 K4 Plus,2018.0,450000.0,20000.0,18.15,1198.0,6.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,82.0
Toyota Etios VXD,2011.0,350000.0,100000.0,23.59,1364.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,67.1
Ford Figo Diesel Titanium,2011.0,250000.0,78562.0,20.0,1399.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,68.0
Hyundai Verna 1.6 SX,2011.0,450000.0,96000.0,22.32,1582.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,126.32
Hyundai Verna 1.6 SX,2011.0,450000.0,96000.0,22.32,1582.0,5.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,126.32
Maruti 800 EX BSII,2003.0,55599.0,36088.0,16.1,796.0,4.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,37.0
Hyundai i20 Sportz 1.4 CRDi,2014.0,420000.0,50000.0,22.54,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.73
Toyota Etios Liva GD SP,2012.0,315000.0,100000.0,,,,0,1,0,0,0,1,1,0,0,0,0,0,1,0,
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018.0,750000.0,40000.0,25.1,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.5
Datsun GO T Option,2020.0,450000.0,10000.0,19.02,1198.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.05
Maruti Swift Vdi BSIII,2008.0,175000.0,60000.0,17.8,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,75.0
Maruti Ertiga ZDI Plus,2018.0,1050000.0,10000.0,25.47,1248.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.5
Hyundai Verna 1.6 SX CRDi (O),2011.0,375000.0,35000.0,22.32,1582.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,126.32
Hyundai Santa Fe 2WD MT,2014.0,1100000.0,80000.0,14.74,2199.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,194.3
Mahindra XUV500 W11 BSIV,2019.0,1550000.0,28000.0,15.1,2179.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,152.87
Ford Figo Aspire 1.5 TDCi Sports Edition,2017.0,620000.0,35000.0,24.29,1498.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,99.0
Jeep Compass 2.0 Limited 4X4,2017.0,1511000.0,32000.0,16.3,1956.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,170.0
Maruti Wagon R LXI,2003.0,135000.0,40000.0,18.9,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.1
Hyundai Verna 1.6 SX CRDi (O),2011.0,375000.0,35000.0,22.32,1582.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,126.32
Renault KWID RXL,2019.0,320000.0,10000.0,25.17,799.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,53.3
Mahindra XUV500 W11 AT BSIV,2019.0,1650000.0,25000.0,15.1,2179.0,7.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,152.87
Maruti Alto K10 VXI,2016.0,320000.0,50000.0,23.95,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.05
Maruti Swift Dzire Zdi BSIV,2012.0,400000.0,129000.0,19.3,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,73.9
Mahindra XUV500 AT W10 FWD,2015.0,900000.0,100000.0,16.0,2179.0,7.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,140.0
Maruti Alto 800 LXI,2018.0,310000.0,30000.0,24.7,796.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,47.3
Tata Nexon 1.2 Revotron XM,2018.0,595000.0,28000.0,17.0,1198.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,108.5
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017.0,800000.0,60000.0,23.65,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.5
Mahindra Verito 1.6 G6 Executive BSIII,2013.0,350000.0,70000.0,13.87,1598.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,86.0
Tata Indica Vista TDI LX,2013.0,275000.0,110000.0,19.1,1405.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,70.0
Maruti Eeco 5 Seater AC BSIV,2019.0,420000.0,10000.0,15.37,1196.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,73.0
Maruti Swift Ldi BSIV,2007.0,250000.0,100000.0,17.8,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,75.0
Mahindra Scorpio VLX 2WD BSIII,2008.0,290000.0,120000.0,12.05,2179.0,8.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,120.0
Hyundai Xcent 1.2 Kappa AT SX Option,2016.0,525000.0,60000.0,16.9,1197.0,5.0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,82.0
Mahindra Scorpio LX 2.6 Turbo,2008.0,250000.0,110000.0,10.5,2609.0,7.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,120.0
Hyundai Santro Xing XL,2007.0,90000.0,64000.0,,,,0,0,0,1,0,1,1,0,0,0,0,0,1,0,
Maruti Celerio VXI,2017.0,430000.0,10000.0,23.1,998.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.04
Maruti Baleno Zeta 1.2,2017.0,630000.0,35000.0,21.4,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,83.1
Tata Tigor 1.2 Revotron XZ Option,2018.0,550000.0,23000.0,20.3,1199.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,84.0
Mahindra TUV 300 Plus P4 BSIV,2018.0,850000.0,20000.0,18.49,2179.0,9.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,120.0
Mahindra Bolero SLX 2WD,2011.0,455000.0,90000.0,13.6,2523.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,63.0
Mahindra Bolero SLX 2WD,2011.0,445000.0,90000.0,13.6,2523.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,63.0
Hyundai i20 Sportz 1.4 CRDi,2013.0,370000.0,80000.0,21.9,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.76
Hyundai Grand i10 Sportz,2016.0,500000.0,50000.0,18.9,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,82.0
Tata Indica DLS,2005.0,95000.0,50000.0,,,,0,1,0,0,0,1,0,0,1,0,0,0,1,0,
Tata Indica Vista TDI LX,2012.0,140000.0,185000.0,19.4,1405.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,70.0
Maruti Swift VXI,2019.0,550000.0,40000.0,21.21,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81.8
Renault KWID 1.0 RXT Optional,2017.0,300000.0,30000.0,23.01,999.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.0
Maruti Wagon R VXI BS IV,2011.0,229999.0,500000.0,18.9,998.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,67.1
Mahindra Scorpio Intelli Hybrid S6 Plus,2017.0,880000.0,46000.0,15.4,2179.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,120.0
Toyota Fortuner 3.0 Diesel,2011.0,900000.0,120000.0,11.5,2982.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,171.0
Mahindra Scorpio S2 9 Seater,2015.0,720000.0,80000.0,15.4,2523.0,9.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,75.0
Hyundai i20 Magna 1.4 CRDi,2016.0,550000.0,90000.0,22.54,1396.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,88.73
Mahindra Scorpio S2 9 Seater,2015.0,720000.0,90000.0,15.4,2523.0,9.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,75.0
Hyundai Santro Xing XL,2006.0,70000.0,80000.0,,,,0,0,0,1,0,1,0,0,1,0,0,0,1,0,
Maruti Swift VDI BSIV,2016.0,535000.0,70000.0,25.2,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.0
Hyundai Xcent 1.1 CRDi Base,2015.0,320000.0,91000.0,24.4,1120.0,5.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,71.0
Hyundai i20 Sportz Option 1.4 CRDi,2015.0,500000.0,90000.0,22.54,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.73
Renault KWID 1.0 RXT BSIV,2019.0,220000.0,90000.0,23.01,999.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,67.0
Tata Tiago 1.2 Revotron XT,2018.0,350000.0,50000.0,23.84,1199.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,84.0
Mahindra TUV 300 mHAWK100 T8,2016.0,530000.0,60000.0,18.49,1493.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,100.0
Maruti Alto 800 LXI,2013.0,215000.0,35000.0,22.74,796.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,47.3
Volkswagen Vento Diesel Highline,2012.0,335000.0,100000.0,20.54,1598.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,103.6
Hyundai Xcent 1.1 CRDi Base,2015.0,320000.0,90000.0,24.4,1120.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,71.0
Ford Figo Diesel LXI,2011.0,135000.0,120000.0,20.0,1399.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,68.0
Maruti A-Star Vxi,2009.0,175000.0,95000.0,19.0,998.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,66.1
Mahindra Bolero 2011-2019 ZLX,2017.0,800000.0,35000.0,15.96,2523.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,62.1
Tata Indica GLS BS IV,2007.0,78000.0,38000.0,15.3,1193.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,65.3
Honda City i VTEC VX,2014.0,565000.0,56000.0,17.4,1497.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,117.3
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017.0,575000.0,50000.0,22.54,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.73
Hyundai EON Era Plus,2014.0,170000.0,70000.0,21.1,814.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,55.2
Maruti Alto 800 VXI,2014.0,250999.0,30000.0,22.74,796.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,47.3
Mahindra XUV500 W10 2WD,2015.0,950000.0,188000.0,16.0,2179.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,140.0
Honda City i VTEC E,2014.0,650000.0,60000.0,17.8,1497.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,117.3
Tata Safari Storme EX,2013.0,550000.0,133000.0,14.0,2179.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,138.1
Mahindra XUV500 W8 4WD,2013.0,800000.0,150000.0,15.1,2179.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,140.0
Maruti Alto 800 VXI,2020.0,250999.0,30000.0,22.05,796.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,47.3
Maruti Alto 800 LXI,2013.0,170000.0,60000.0,22.74,796.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,47.3
Tata Indigo CS LE (TDI) BS-III,2013.0,250000.0,30000.0,19.09,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,69.0
Chevrolet Enjoy Petrol LS 7 Seater,2014.0,312000.0,80000.0,13.7,1399.0,7.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,98.82
Maruti Alto 800 LXI,2014.0,250000.0,20000.0,22.74,796.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,47.3
Hyundai EON Magna Plus,2013.0,200000.0,80000.0,21.1,814.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,55.2
Mahindra Scorpio S2 7 Seater,2016.0,670000.0,73000.0,15.4,2523.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,75.0
Hyundai EON D Lite Plus,2017.0,270000.0,50000.0,21.1,814.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,55.2
Mahindra Bolero 2011-2019 SLX,2012.0,360000.0,200000.0,15.96,2523.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,62.1
Maruti Swift VDI,2018.0,630000.0,46000.0,28.4,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,74.0
Maruti 800 EX BSII,2003.0,55599.0,36088.0,16.1,796.0,4.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,37.0
Mahindra Supro LX 8 Str,2018.0,400000.0,50000.0,23.5,909.0,8.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,45.0
Hyundai i20 Sportz 1.4 CRDi,2014.0,420000.0,50000.0,22.54,1396.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,88.73
Maruti Ciaz 1.4 Alpha,2018.0,764000.0,25000.0,20.73,1373.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,91.1
Mahindra Bolero 2011-2019 SLE,2019.0,710000.0,30000.0,15.96,2523.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,62.1
Tata Hexa XT,2018.0,1575000.0,30000.0,17.6,2179.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,153.86
Force One SX ABS 7 Seating,2018.0,1050000.0,13000.0,17.0,2200.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,139.01
Maruti XL6 Alpha,2019.0,1000000.0,15000.0,19.01,1462.0,6.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,103.2
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2017.0,650000.0,44000.0,23.65,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,88.5
Ford EcoSport 1.5 TDCi Titanium BSIV,2015.0,600000.0,63000.0,22.77,1498.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,98.59
Mahindra TUV 300 T8,2016.0,509999.0,110000.0,18.49,1493.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,100.0
Hyundai Xcent 1.2 Kappa SX Option,2017.0,610000.0,14000.0,19.1,1197.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,82.0
Maruti Alto 800 VXI,2017.0,310000.0,35000.0,24.7,796.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,47.3
Mahindra Bolero 2011-2019 ZLX BSIII,2016.0,720000.0,35000.0,15.96,2523.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,62.1
Tata Indigo eCS LS TDI BSIII,2012.0,158000.0,110000.0,19.09,1396.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,69.0
Maruti Ritz VDi,2010.0,217000.0,120000.0,21.1,1248.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,73.9
Honda Amaze VX i-DTEC,2013.0,484999.0,50000.0,25.8,1498.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,98.6
Toyota Etios Liva GD SP,2012.0,315000.0,100000.0,,,,0,1,0,0,0,1,1,0,0,0,0,0,1,0,
Hyundai Xcent 1.1 CRDi SX,2016.0,550000.0,35000.0,24.4,1120.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,71.0
Maruti Swift ZXI,2012.0,280000.0,70000.0,18.6,1197.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,85.8
Ford Classic 1.6 Duratec LXI,2013.0,350000.0,90000.0,14.09,1596.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,99.6
Hyundai Grand i10 Magna,2016.0,420000.0,30000.0,18.9,1197.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,82.0
Maruti Ciaz 1.4 Alpha,2017.0,810000.0,80000.0,20.73,1373.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,91.1
"Hyundai i20 1.2 Sportz,2011,290000,90000,Petrol,Individual,Manual,Third Owner,17.0 ,1197 ,80 ,""11.4 kgm at 4,000 rpm"",5",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chevrolet Beat LT,2012.0,180000.0,60000.0,18.6,1199.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,79.4
Maruti Eeco 5 Seater AC BSIV,2010.0,160000.0,162000.0,15.37,1196.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,73.0
Tata Nano XE,2017.0,66000.0,70000.0,23.9,624.0,4.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,37.48
Maruti Wagon R Stingray VXI,2015.0,369000.0,20000.0,20.51,998.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,67.04
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2012.0,300000.0,80000.0,13.93,2179.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,138.1
Mahindra Bolero PLUS AC,2008.0,350000.0,90000.0,13.6,2523.0,7.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,63.0
Maruti Swift Ldi BSIV,2009.0,221000.0,100000.0,17.8,1248.0,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,75.0
Tata Zest Revotron 1.2 XT,2017.0,400000.0,35000.0,17.57,1193.0,5.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,88.7
Toyota Camry V4 (MT),2004.0,250000.0,120000.0,13.4,2362.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,164.7
Mahindra Bolero DI BSIII,2011.0,390000.0,120000.0,13.6,2523.0,7.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,63.0
